Entry_ID,Age,Home_City_Tier,Willingness_To_Relocate,Preferred_Work_Model,Bilingual_Proficiency,Highest_Education_Level,Institution_Tier,Formal_Academic_Score_Normalized,Self_Taught_Indicator,Active_Certifications_Count,Competitive_Event_Experience,Months_Formal_Experience,Months_Gig_Or_Freelance_Experience,Number_Of_Completed_Projects,Has_Public_Portfolio,Leadership_Role_Experience,Client_Facing_Experience,Communication_Fluency_Score,Logical_Reasoning_Score,Adaptability_To_New_Tech,Crisis_Management_Score,Team_Collaboration_Score,Negotiation_Skill_Level,Basic_Software_Proficiency,Advanced_Software_Proficiency,Generative_AI_Familiarity,Social_Media_Leverage_Score,Available_Hours_Per_Week,Risk_Tolerance_Profile,Physical_Stamina_Requirement,Mapped_Target_Industry,Equivalent_Job_Role,Market_Value_LPA,Employability_Tier
13614,37,3,1,1,1,2,3,79.6,0,2,0,60,0,7,0,1,1,8,3,4,6,10,3,3,4,1,7,40,0,0,Events & PR,Corporate Event Host,7.16,1
13615,28,2,1,2,1,2,3,60.9,1,0,1,12,24,1,0,1,0,9,5,5,6,5,1,5,2,0,10,40,1,0,Manual & Vocational,Master Electrician,2.3,0
13616,27,1,1,1,1,2,2,89.1,1,0,0,24,6,0,1,0,1,5,8,9,6,7,3,1,2,0,1,50,0,0,Design & Art,Animator,5.38,0
13617,22,3,0,0,1,2,2,82.6,0,2,1,0,24,9,0,0,0,6,8,8,2,4,1,3,5,1,1,40,0,0,Tech & AI,Prompt Engineer,6.91,1
13618,26,3,0,2,1,3,1,57.0,1,0,0,36,0,0,0,1,1,6,5,6,4,4,3,2,3,1,10,30,1,1,Finance & Business,Financial Analyst,7.84,1
13619,37,1,1,1,1,2,1,50.4,0,0,0,0,24,8,1,0,0,10,3,6,3,5,2,5,1,0,9,50,0,0,Finance & Business,Financial Analyst,6.06,1
13620,36,3,1,1,1,2,3,84.9,1,0,1,0,0,9,0,0,0,6,9,8,8,9,1,4,1,0,5,20,0,0,Sales & People,HR Recruiter,3.14,0
13621,30,3,0,1,1,2,3,61.0,1,1,1,12,0,5,0,0,0,3,6,6,10,7,1,3,3,1,1,40,0,1,Design & Art,Animator,4.64,0
13622,35,3,0,2,1,2,3,64.7,0,0,1,36,0,2,1,0,1,10,8,10,5,6,1,3,2,1,6,40,0,1,Sales & People,Customer Success Manager,5.95,0
13623,34,3,1,0,1,2,3,56.8,1,0,1,36,24,8,0,0,1,7,4,4,3,10,2,1,2,1,2,50,1,1,Sales & People,Customer Success Manager,5.23,0
13624,23,3,1,1,1,2,2,73.0,1,1,0,12,0,2,0,0,0,5,3,7,2,10,1,1,5,0,5,60,0,0,Finance & Business,Startup Founder,4.87,0
13625,27,3,0,1,0,0,3,61.8,0,0,0,60,0,3,0,1,1,9,4,7,3,8,1,3,1,1,4,50,0,1,Manual & Vocational,Tailor,4.6,0
13626,19,1,0,0,1,1,3,61.0,1,0,0,12,0,7,0,1,0,9,3,4,2,9,2,2,4,1,3,50,0,1,Sales & People,B2B Sales Exec,4.54,0
13627,23,3,1,0,1,1,3,78.6,0,0,1,0,0,5,1,1,1,4,5,5,4,10,3,1,4,0,9,40,1,1,Events & PR,Talent Manager,3.71,0
13628,38,2,1,1,0,1,2,65.7,1,0,1,24,6,0,1,0,0,9,7,4,10,6,1,2,2,1,4,20,0,1,Finance & Business,Business Consultant,6.35,1
13629,30,2,1,2,1,0,2,69.4,1,1,0,24,12,4,0,0,0,7,3,10,6,7,1,3,1,1,3,40,0,0,Education & Humanities,Historian/Archivist,5.14,0
13630,35,3,1,2,1,4,1,58.1,1,0,0,0,6,9,1,0,0,9,9,5,3,8,2,5,4,0,8,40,0,0,Finance & Business,Financial Analyst,6.47,1
13631,24,3,1,0,1,2,3,63.2,1,3,0,0,12,5,0,0,1,3,4,9,2,9,2,1,5,0,9,50,1,1,Events & PR,PR Executive,3.37,0
13632,19,3,0,1,1,4,2,62.6,1,1,0,48,6,0,1,0,1,5,9,8,5,8,2,2,5,0,9,40,1,0,Manual & Vocational,Master Electrician,5.1,0
13633,31,1,1,2,1,2,3,82.6,1,0,0,24,0,8,1,1,1,5,9,7,8,7,2,1,1,0,9,20,1,1,Manual & Vocational,Chef,3.23,0
13634,22,3,0,0,1,2,1,76.1,1,3,0,24,12,1,1,1,1,5,3,6,8,7,2,1,2,1,7,50,0,1,Automotive & Travel,Mechanic,7.38,1
13635,35,2,1,0,1,2,2,80.2,1,0,1,0,6,3,1,0,0,10,6,6,8,8,1,5,3,1,8,40,0,0,Fitness & Health,Gym Manager,4.22,0
13636,28,2,1,2,1,1,2,78.6,0,1,0,60,6,2,1,1,0,6,10,4,5,7,1,1,4,1,6,20,0,1,Events & PR,Talent Manager,6.49,1
13637,27,3,1,1,1,3,3,82.4,0,2,1,12,0,8,1,1,1,3,7,4,3,10,1,4,3,0,2,50,1,1,Fitness & Health,Dietician,4.05,0
13638,28,2,1,1,1,1,2,55.6,0,3,0,60,0,0,1,0,0,4,7,4,5,10,1,5,2,0,8,40,0,0,Finance & Business,Financial Analyst,8.35,1
13639,19,3,1,1,1,1,3,73.4,1,1,1,36,12,1,0,0,1,10,9,9,6,5,3,1,2,0,2,60,0,0,Manual & Vocational,Chef,3.48,0
13640,32,3,1,0,1,1,2,68.1,1,1,1,0,0,8,1,0,0,4,7,10,7,8,3,4,2,1,3,20,1,1,Fitness & Health,Dietician,4.43,0
13641,24,3,0,1,1,2,2,79.9,0,1,1,12,0,9,0,0,1,7,9,6,9,7,2,4,3,1,9,20,0,1,GreenTech & Science,Urban Farmer,7.35,1
13642,26,2,1,1,1,2,3,61.7,0,0,1,60,0,2,0,1,0,8,3,4,5,9,1,4,5,0,6,60,0,0,Media & Content,Podcast Host,6.51,1
13643,22,2,1,2,0,2,3,74.5,1,1,0,48,12,1,0,0,0,4,10,4,10,10,2,5,4,1,4,40,0,1,Education & Humanities,Tutor,5.14,0
13644,24,3,1,2,1,2,3,71.5,0,0,1,0,0,8,1,0,0,5,6,4,4,4,2,5,3,1,5,40,1,0,Events & PR,Talent Manager,4.18,0
13645,37,3,0,0,0,1,1,80.9,1,0,1,12,12,2,1,0,0,4,9,8,8,10,2,3,1,0,10,40,0,0,Design & Art,UI/UX Designer,6.48,1
13646,19,3,1,0,1,2,3,81.9,0,2,0,12,6,7,0,1,1,4,3,10,2,9,1,4,2,0,7,40,0,1,Education & Humanities,Life Coach,3.83,0
13647,20,2,0,2,1,2,2,48.5,1,4,0,0,0,4,1,1,0,8,5,9,4,10,1,4,4,0,10,60,0,1,Sales & People,Real Estate Agent,6.23,1
13648,19,3,0,1,1,0,2,75.8,1,1,0,12,0,0,0,0,0,4,4,7,5,6,3,1,3,1,1,40,0,1,Fitness & Health,Yoga Instructor,4.59,0
13649,38,1,0,2,1,2,3,81.1,1,0,1,0,6,0,0,1,1,6,5,6,6,8,2,5,3,0,6,30,1,1,Tech & AI,Prompt Engineer,4.61,0
13650,39,3,1,1,0,3,3,48.1,1,2,1,36,12,2,0,0,1,3,5,8,4,10,1,4,5,1,4,40,0,0,Automotive & Travel,Logistics Coordinator,6.12,1
13651,36,3,1,1,1,2,1,59.3,1,2,1,0,0,6,1,1,0,10,6,7,9,8,1,1,4,1,7,40,1,1,Automotive & Travel,Logistics Coordinator,6.41,1
13652,21,2,1,2,1,2,2,83.0,0,0,1,36,0,0,0,1,1,6,3,4,2,10,1,5,4,0,7,20,0,1,Events & PR,Talent Manager,5.2,0
13653,37,3,0,0,1,2,3,65.0,1,3,0,12,0,4,1,0,1,7,10,5,3,9,1,3,3,1,1,40,0,0,Education & Humanities,Tutor,5.55,0
13654,24,3,1,1,0,2,2,76.7,0,2,1,48,0,6,1,0,1,9,5,10,10,5,2,2,4,0,10,20,0,1,Tech & AI,Prompt Engineer,7.31,1
13655,39,3,1,1,1,2,3,71.4,0,1,0,48,12,3,1,1,1,4,5,9,4,10,1,3,1,1,4,40,0,0,Sales & People,Retail Supervisor,5.81,0
13656,24,3,0,0,1,1,2,82.2,0,2,1,48,12,0,0,0,0,4,3,6,5,9,3,5,1,1,10,40,1,0,Education & Humanities,Life Coach,6.6,1
13657,34,3,0,1,1,4,3,57.4,0,3,0,48,0,2,0,1,0,4,8,9,2,10,3,2,5,1,4,40,0,0,Tech & AI,Prompt Engineer,9.39,1
13658,36,3,1,1,1,2,3,64.8,1,2,0,0,0,2,0,0,0,5,9,6,3,8,1,1,1,1,10,40,1,0,Manual & Vocational,Tailor,2.86,0
13659,39,2,1,0,1,4,3,61.7,0,0,1,36,0,6,0,0,0,5,3,6,4,4,1,2,2,0,2,50,0,1,Manual & Vocational,Tailor,3.59,0
13660,33,2,0,0,0,2,2,77.7,1,1,0,12,0,9,1,0,1,8,3,9,4,4,1,3,4,1,2,40,0,1,GreenTech & Science,Lab Assistant,5.77,0
13661,20,1,0,1,1,1,3,66.4,1,2,0,36,24,9,0,0,1,9,9,4,9,10,2,5,2,1,8,50,0,1,Media & Content,Video Editor,6.0,1
13662,32,2,0,1,1,3,3,63.0,1,0,0,48,0,5,0,0,0,3,9,5,9,10,1,2,2,0,3,50,0,0,Manual & Vocational,Chef,4.3,0
13663,31,3,1,1,0,1,3,88.6,1,1,1,12,6,7,0,0,0,4,3,8,4,7,2,4,2,0,1,50,0,0,Sales & People,HR Recruiter,3.4,0
13664,32,3,1,0,1,0,1,80.9,0,0,0,24,6,2,0,1,1,3,8,4,2,8,1,4,1,0,4,50,1,0,Sales & People,Retail Supervisor,5.4,0
13665,31,3,1,0,1,0,3,82.2,0,0,0,0,6,6,0,0,0,3,5,4,2,6,1,1,4,0,2,30,1,0,GreenTech & Science,Solar Technician,4.19,0
13666,24,2,0,0,1,0,3,62.4,1,2,1,24,12,3,1,0,1,4,3,9,7,6,2,2,5,1,5,60,0,0,GreenTech & Science,Lab Assistant,6.34,1
13667,20,3,1,0,1,1,3,68.4,1,0,1,0,6,1,0,0,1,5,10,5,10,10,2,1,3,1,3,20,0,0,Tech & AI,Data Analyst,6.37,1
13668,34,3,1,2,1,1,1,58.0,0,0,0,12,6,4,1,1,0,10,4,8,7,8,3,4,4,1,5,30,1,0,Sales & People,HR Recruiter,7.1,1
13669,27,1,1,2,1,3,3,71.3,1,1,1,0,12,8,1,0,0,8,10,9,9,8,1,3,4,0,9,40,1,0,Fitness & Health,Yoga Instructor,3.26,0
13670,32,3,1,1,1,2,3,79.0,1,0,0,24,0,4,1,0,0,5,9,8,10,5,1,3,4,1,2,40,1,0,Fitness & Health,Gym Manager,4.57,0
13671,23,3,1,2,1,0,1,75.3,1,1,0,36,24,7,0,1,0,8,7,9,7,8,2,5,5,1,5,40,0,1,Tech & AI,Junior Developer,8.57,1
13672,34,3,1,0,0,2,3,61.2,1,0,0,24,24,9,0,0,1,7,6,5,10,6,1,4,5,0,1,40,0,0,Design & Art,UI/UX Designer,4.13,0
13673,34,3,1,1,1,2,1,71.7,1,1,0,60,0,4,1,0,0,6,9,7,2,10,1,3,2,1,9,40,1,1,Education & Humanities,Life Coach,8.51,1
13674,31,3,1,0,0,1,1,68.2,0,3,0,48,0,0,0,0,0,6,6,9,7,6,1,1,5,1,7,40,0,0,Finance & Business,Startup Founder,9.36,1
13675,35,3,0,2,0,2,3,74.5,1,0,0,12,0,7,0,0,0,6,4,8,5,4,1,3,3,1,5,40,0,0,Design & Art,Interior Decorator,4.63,0
13676,22,2,1,0,1,2,2,75.6,0,1,0,0,0,8,0,0,1,10,8,9,3,10,2,1,1,1,7,40,0,1,Tech & AI,Prompt Engineer,6.95,1
13677,25,3,1,1,1,2,2,56.8,0,2,1,24,6,5,0,0,1,3,6,6,4,8,3,3,3,0,4,40,1,0,Media & Content,Podcast Host,4.94,0
13678,24,3,1,0,1,2,3,41.9,1,1,0,48,0,8,1,0,1,3,6,9,3,5,1,1,2,1,9,20,0,1,Automotive & Travel,Tour Guide,6.86,1
13679,21,3,1,0,1,1,2,54.8,0,0,0,24,12,4,1,0,1,4,5,5,2,10,3,4,2,1,7,20,1,0,Media & Content,Video Editor,5.61,0
13680,35,2,1,2,1,2,3,78.7,0,3,0,36,0,2,1,0,0,7,8,4,3,5,1,4,5,0,9,40,0,0,GreenTech & Science,Lab Assistant,7.05,1
13681,22,3,1,0,1,2,3,75.5,1,2,1,0,0,0,0,0,1,7,5,7,8,7,2,3,2,1,8,40,0,1,Automotive & Travel,Tour Guide,4.5,0
13682,33,3,1,0,1,3,2,72.6,0,2,0,12,12,0,1,0,0,8,3,8,4,5,1,4,2,0,8,30,0,0,Media & Content,Vlogger,5.54,0
13683,31,2,1,2,1,3,3,60.0,0,3,1,12,0,3,1,1,0,6,9,6,10,10,3,1,3,0,8,40,0,1,Finance & Business,Financial Analyst,5.44,0
13684,36,3,0,0,1,3,2,66.5,0,0,0,12,24,7,1,1,0,3,3,5,6,8,1,2,1,1,2,50,0,0,Finance & Business,Stock Trader,6.31,1
13685,31,3,1,2,0,1,3,69.0,1,3,0,24,6,2,0,1,0,5,6,9,4,7,1,2,4,0,9,20,1,1,Media & Content,Podcast Host,4.19,0
13686,26,3,1,2,1,3,3,74.8,1,4,1,0,24,9,0,1,0,6,3,6,4,9,3,4,3,1,3,50,0,0,Media & Content,Social Media Strategist,4.55,0
13687,23,2,1,2,1,1,1,67.8,1,0,1,12,0,7,1,0,1,4,4,5,10,6,1,2,1,1,5,50,0,0,Sales & People,Customer Success Manager,5.78,0
13688,34,2,0,0,1,1,3,65.3,1,0,0,48,6,0,1,1,0,6,4,5,6,6,2,4,2,1,7,30,0,0,Education & Humanities,Life Coach,6.0,1
13689,36,3,1,0,1,3,3,84.6,1,1,1,36,6,9,1,0,0,10,5,9,8,4,1,2,1,1,6,40,0,1,Media & Content,Video Editor,6.48,1
13690,29,3,1,0,1,3,2,64.6,1,0,0,0,0,7,1,1,0,8,8,8,3,10,1,2,4,1,6,40,1,0,Media & Content,Copywriter,4.98,0
13691,21,2,1,2,1,2,3,83.1,0,1,0,0,6,7,1,0,1,7,5,4,3,6,3,4,1,1,2,60,0,0,Education & Humanities,Career Counselor,4.15,0
13692,33,2,1,0,1,1,3,57.5,0,0,0,12,0,1,1,0,0,10,6,8,10,10,1,5,4,0,8,30,0,0,Fitness & Health,Sports Physiotherapist,3.62,0
13693,28,2,1,0,1,1,3,64.1,1,3,0,24,12,2,0,1,1,8,6,4,6,6,2,2,4,1,3,40,0,1,Fitness & Health,Gym Manager,4.77,0
13694,39,3,0,1,1,4,3,60.7,1,0,1,0,0,1,0,1,0,6,7,8,6,5,3,4,4,1,8,40,0,1,Finance & Business,Financial Analyst,4.56,0
13695,21,3,0,1,1,0,2,84.5,0,2,0,24,6,0,0,1,0,7,4,7,2,10,1,5,2,1,2,50,0,0,GreenTech & Science,Lab Assistant,6.54,1
13696,34,3,0,1,1,2,2,69.6,1,2,1,48,6,0,1,0,0,8,9,5,10,6,3,2,4,0,6,20,0,0,Fitness & Health,Gym Manager,5.64,0
13697,25,3,1,1,1,2,3,88.6,0,4,0,24,0,9,1,0,1,5,8,6,2,9,2,1,1,1,3,40,1,0,Manual & Vocational,Plumber,4.56,0
13698,31,3,1,1,1,2,1,79.5,1,2,0,24,6,9,0,1,0,4,9,8,7,7,1,2,1,0,4,40,0,1,Media & Content,Podcast Host,6.45,1
13699,19,3,1,1,1,2,3,72.5,0,0,1,36,0,2,1,0,0,7,5,8,7,8,1,3,2,1,8,40,1,1,Design & Art,Illustrator,6.37,1
13700,28,2,1,2,1,2,2,74.5,0,1,0,12,24,3,0,0,1,3,7,10,10,9,3,1,3,1,8,40,0,1,GreenTech & Science,Lab Assistant,5.52,0
13701,28,3,0,2,1,1,2,73.7,1,0,0,0,0,5,1,0,0,6,9,9,8,10,1,4,3,0,1,60,0,0,GreenTech & Science,Research Analyst,6.1,1
13702,39,3,0,1,1,2,3,60.9,1,0,0,60,6,1,0,0,0,8,3,6,5,6,1,4,3,0,4,20,0,0,Design & Art,Interior Decorator,5.89,0
13703,23,3,1,0,1,2,2,53.9,1,0,0,24,12,0,1,0,1,5,7,9,3,5,2,1,4,0,8,30,1,0,Fitness & Health,Yoga Instructor,4.17,0
13704,38,3,0,2,1,1,2,83.4,1,0,1,12,24,0,1,1,0,4,8,7,8,5,1,2,5,1,3,60,0,0,Finance & Business,Business Consultant,5.7,0
13705,38,2,1,2,1,4,3,77.7,0,0,1,48,24,2,0,0,0,7,3,4,3,9,2,2,3,0,8,30,0,1,Sales & People,Retail Supervisor,5.27,0
13706,31,2,1,0,0,2,3,67.1,0,1,1,0,0,8,0,0,0,10,5,5,4,6,1,3,1,0,2,40,1,0,Automotive & Travel,Test Driver,3.67,0
13707,27,3,1,2,1,2,2,68.3,0,1,0,12,0,2,1,1,0,9,7,4,10,4,1,3,4,1,1,50,0,1,Design & Art,Animator,5.79,0
13708,25,2,1,1,1,2,3,60.3,1,3,1,0,12,0,1,0,1,8,5,6,8,9,1,2,3,0,9,60,0,0,Manual & Vocational,Tailor,3.07,0
13709,24,2,1,0,1,3,2,77.8,1,0,0,24,6,2,1,0,0,10,10,8,5,7,1,3,2,1,8,40,0,0,GreenTech & Science,Solar Technician,8.31,1
13710,25,3,1,2,1,1,3,79.0,1,0,0,12,0,7,1,0,1,7,5,6,8,6,2,3,3,1,2,60,0,0,Finance & Business,Startup Founder,5.64,0
13711,25,3,1,1,1,0,2,69.5,1,1,0,12,0,7,0,0,0,7,8,9,3,4,1,2,2,1,4,30,1,0,GreenTech & Science,Urban Farmer,7.24,1
13712,19,2,1,2,1,2,3,56.7,1,2,1,12,0,5,1,0,0,6,3,7,2,9,2,3,4,1,10,50,1,0,Sales & People,HR Recruiter,5.0,0
13713,33,2,1,0,1,2,3,68.7,1,0,1,48,0,8,1,0,1,7,8,8,2,4,1,1,5,0,7,30,0,1,Tech & AI,Prompt Engineer,8.14,1
13714,26,2,0,2,1,3,3,67.2,1,0,0,12,24,2,0,0,0,10,9,8,3,5,1,1,4,1,2,60,1,0,Events & PR,Corporate Event Host,5.0,0
13715,30,3,1,0,1,2,3,73.1,1,0,1,12,24,0,0,1,1,6,6,9,2,6,1,5,5,0,7,60,1,0,Media & Content,Podcast Host,3.64,0
13716,29,3,0,0,1,0,1,67.8,1,3,0,0,0,2,0,0,0,8,9,5,9,7,3,1,2,1,1,50,0,1,Manual & Vocational,Master Electrician,4.61,0
13717,39,2,1,1,1,1,3,61.1,1,3,1,36,6,1,0,1,1,8,9,6,3,10,2,2,4,0,3,40,0,0,Sales & People,Real Estate Agent,5.5,0
13718,34,3,1,2,0,2,2,55.1,0,1,0,12,6,3,0,0,0,9,5,7,7,6,1,2,3,1,3,40,0,0,Design & Art,Animator,4.9,0
13719,19,2,0,0,0,2,2,62.2,0,0,0,0,12,3,0,1,0,5,6,6,2,9,3,3,2,1,5,40,0,0,Education & Humanities,Tutor,3.92,0
13720,30,2,1,2,1,2,2,65.2,1,3,0,12,24,8,1,1,0,8,6,9,8,8,1,1,5,0,2,30,1,0,Manual & Vocational,Plumber,4.11,0
13721,18,3,1,2,1,4,3,74.8,1,1,0,24,0,8,0,0,0,3,3,10,10,6,2,3,3,1,3,40,1,0,Education & Humanities,Life Coach,4.86,0
13722,36,2,1,1,1,2,2,72.9,0,0,1,12,12,9,0,0,0,3,10,6,7,7,2,4,4,1,8,40,1,0,GreenTech & Science,Solar Technician,6.82,1
13723,28,3,0,1,1,0,3,67.9,1,0,0,12,6,5,0,0,0,3,7,6,6,5,1,2,2,1,7,40,0,0,Finance & Business,Startup Founder,4.54,0
13724,22,3,1,2,1,3,2,69.0,0,3,1,0,24,6,1,0,1,7,8,5,9,9,2,1,5,0,9,20,0,0,GreenTech & Science,Research Analyst,6.44,1
13725,18,1,1,2,1,1,3,69.1,1,0,0,60,6,4,0,0,0,7,4,5,10,5,1,5,1,1,9,20,0,1,Tech & AI,Blockchain Dev,6.92,1
13726,37,3,0,2,0,2,1,69.3,1,3,0,60,0,1,0,0,0,6,9,6,6,9,3,3,2,1,2,40,0,0,Tech & AI,Prompt Engineer,9.8,1
13727,30,3,1,1,0,4,1,83.2,0,1,0,12,6,9,0,0,0,6,5,9,3,4,1,4,2,0,2,40,0,1,Events & PR,PR Executive,4.91,0
13728,25,3,1,2,1,2,3,75.3,0,2,0,48,12,9,0,0,1,5,9,7,9,9,1,4,1,1,6,30,0,1,Education & Humanities,Tutor,5.69,0
13729,23,3,0,2,1,2,3,54.8,0,2,0,36,12,1,0,0,0,9,7,7,2,10,1,2,4,1,4,40,1,0,Events & PR,Talent Manager,6.23,1
13730,34,3,1,1,1,4,2,78.7,0,0,1,24,12,2,1,0,0,4,10,4,9,7,3,4,2,0,7,50,0,1,Fitness & Health,Gym Manager,4.42,0
13731,29,2,0,2,1,2,3,80.3,1,1,0,48,0,3,1,0,1,7,10,5,6,4,2,2,1,1,8,20,1,0,Manual & Vocational,Chef,5.08,0
13732,18,3,1,1,1,3,2,76.7,0,0,0,36,0,8,1,0,1,8,10,8,2,9,1,3,1,1,2,30,0,1,Automotive & Travel,Test Driver,7.02,1
13733,20,2,1,2,1,2,3,73.1,0,1,0,0,6,1,1,0,0,6,6,9,9,10,3,4,3,0,2,40,0,0,Finance & Business,Stock Trader,5.06,0
13734,31,1,1,2,1,1,2,68.0,0,0,0,36,0,7,1,0,1,6,10,8,3,7,1,4,4,0,9,40,1,1,Education & Humanities,Translator,5.97,0
13735,25,3,0,0,1,2,3,75.2,1,1,0,48,0,5,1,0,1,6,6,8,7,7,2,1,4,1,7,40,0,0,Automotive & Travel,Test Driver,6.41,1
13736,28,2,1,1,1,3,3,62.7,1,3,0,12,24,9,0,0,0,8,7,6,9,10,1,1,3,1,3,40,1,0,Design & Art,UI/UX Designer,5.12,0
13737,31,2,1,2,1,2,3,65.0,0,1,0,36,0,9,0,0,1,4,10,9,6,4,3,3,5,0,1,40,0,0,Education & Humanities,Tutor,4.37,0
13738,25,3,1,1,1,2,3,83.2,1,0,0,48,12,4,0,1,1,8,4,10,8,6,2,5,4,0,1,20,0,0,GreenTech & Science,Lab Assistant,5.58,0
13739,20,3,1,2,1,2,2,71.6,1,3,0,0,0,4,1,0,0,6,8,4,4,10,2,2,1,0,7,40,0,0,Sales & People,Customer Success Manager,4.96,0
13740,24,1,1,1,1,4,3,56.5,1,2,1,60,12,5,0,1,1,9,8,9,2,5,1,5,3,1,9,40,0,1,Fitness & Health,Gym Manager,5.95,0
13741,36,2,1,2,1,1,3,62.7,1,1,0,24,0,3,1,0,1,6,10,10,4,9,1,4,1,1,6,40,0,0,Fitness & Health,Yoga Instructor,4.29,0
13742,21,1,1,1,1,0,2,75.5,1,2,0,0,0,0,1,0,0,10,10,4,8,7,1,5,2,0,9,30,0,0,Design & Art,Interior Decorator,5.27,0
13743,33,1,1,2,1,3,3,64.4,1,1,1,48,12,0,1,0,0,4,8,9,4,6,3,2,5,1,7,30,0,1,Sales & People,Customer Success Manager,5.58,0
13744,30,3,1,1,1,2,2,56.9,0,0,1,24,12,6,1,0,1,7,9,10,4,5,1,3,5,1,9,40,0,0,Manual & Vocational,Tailor,4.13,0
13745,37,3,1,1,1,2,2,76.0,0,1,1,48,6,1,0,1,0,8,7,4,5,10,2,4,4,1,3,40,0,0,Manual & Vocational,Chef,4.76,0
13746,36,3,0,1,1,2,1,71.6,0,1,0,36,0,6,0,0,0,5,9,4,3,8,1,3,5,1,1,30,0,1,Finance & Business,Business Consultant,7.64,1
13747,22,3,1,2,1,2,3,76.4,0,1,1,24,6,6,0,0,0,8,9,10,3,6,2,4,1,0,10,40,1,0,Fitness & Health,Sports Physiotherapist,3.96,0
13748,22,3,0,2,0,2,3,70.6,0,2,1,36,24,6,1,1,1,7,6,7,8,9,2,4,4,1,5,20,0,0,GreenTech & Science,Lab Assistant,7.58,1
13749,37,3,1,0,1,2,2,60.7,0,0,0,60,6,3,1,1,1,5,9,8,7,5,1,5,5,1,1,20,0,1,Events & PR,Wedding Planner,7.48,1
13750,21,3,1,1,1,2,2,73.5,1,4,1,24,0,7,1,0,0,7,10,7,2,8,2,4,3,0,8,40,0,0,Automotive & Travel,Tour Guide,5.73,0
13751,19,3,1,2,1,2,1,66.3,0,3,0,0,12,0,0,0,0,5,7,10,5,6,1,4,3,0,3,60,1,1,Fitness & Health,Gym Manager,4.66,0
13752,30,3,0,0,1,1,2,80.4,1,1,0,24,12,7,0,1,1,7,10,5,8,7,2,2,2,1,2,40,1,1,Automotive & Travel,Mechanic,5.51,0
13753,33,3,1,2,1,2,3,77.4,1,2,0,12,6,4,0,1,0,8,10,6,5,10,1,2,2,0,9,50,1,0,Sales & People,B2B Sales Exec,5.01,0
13754,39,3,1,1,1,2,2,60.2,1,0,1,0,0,2,1,1,1,3,5,7,10,6,2,3,1,0,8,30,0,1,Manual & Vocational,Plumber,3.12,0
13755,19,3,1,0,1,3,2,76.5,1,1,1,12,12,3,1,0,0,8,10,4,9,10,2,2,5,1,8,30,1,0,Education & Humanities,Translator,5.15,0
13756,36,2,1,1,0,2,1,61.2,0,1,1,24,0,0,0,0,1,9,7,7,9,4,2,4,2,1,10,40,1,0,Manual & Vocational,Tailor,5.24,0
13757,34,3,1,2,1,2,3,86.5,1,3,1,12,6,9,0,0,1,4,5,7,5,7,2,3,4,1,5,40,1,0,Tech & AI,Cloud Architect,5.88,0
13758,22,3,0,2,1,2,2,70.6,0,3,1,12,12,6,1,1,0,10,9,6,7,7,1,1,4,1,7,40,0,1,Fitness & Health,Personal Trainer,4.9,0
13759,35,3,0,0,0,1,2,62.7,1,2,0,24,6,4,0,1,1,10,6,5,8,7,2,2,5,1,1,60,0,1,Sales & People,Real Estate Agent,6.97,1
13760,38,3,1,2,1,3,3,56.9,0,0,1,36,0,2,1,1,0,9,7,9,5,7,2,5,3,1,3,50,0,1,GreenTech & Science,E-Waste Consultant,7.07,1
13761,35,3,0,2,1,2,2,83.4,1,1,0,36,12,4,0,1,0,7,4,9,8,8,1,2,1,1,8,40,0,0,Fitness & Health,Yoga Instructor,5.43,0
13762,25,2,1,2,0,2,3,56.0,0,3,0,60,0,6,0,0,0,3,7,6,10,9,1,1,5,0,8,40,0,0,Tech & AI,Junior Developer,7.91,1
13763,32,3,1,1,0,3,3,77.1,1,2,0,0,12,9,0,0,1,10,5,5,8,6,2,4,1,1,5,40,0,1,Finance & Business,Stock Trader,4.69,0
13764,30,2,1,2,0,2,2,68.9,0,2,0,12,6,6,0,1,1,8,8,5,7,7,2,1,2,1,1,30,0,1,Manual & Vocational,Plumber,3.86,0
13765,30,3,0,0,0,3,3,75.1,1,0,1,36,12,3,1,0,0,9,8,7,4,9,2,5,1,1,8,40,0,0,Sales & People,HR Recruiter,6.17,1
13766,33,1,1,2,0,2,2,83.6,1,0,1,24,6,4,1,0,0,10,5,9,3,10,2,1,4,0,8,30,0,1,Finance & Business,Financial Analyst,5.43,0
13767,39,2,1,1,1,2,2,55.0,1,3,1,60,0,6,0,1,0,7,7,4,6,7,1,3,2,0,8,40,0,1,Tech & AI,Junior Developer,7.77,1
13768,37,2,1,2,1,2,3,71.8,0,1,1,36,12,4,0,1,0,9,10,4,6,4,3,1,1,1,4,40,0,1,Design & Art,Fashion Stylist,5.24,0
13769,30,3,1,1,1,2,1,52.6,1,0,1,0,12,1,1,1,0,10,10,5,10,7,1,2,1,0,8,40,1,0,Design & Art,UI/UX Designer,6.02,1
13770,37,2,1,2,0,2,3,61.1,1,1,1,24,24,3,0,0,1,8,8,5,2,4,1,3,2,1,7,20,1,1,Manual & Vocational,Plumber,3.45,0
13771,19,1,1,2,1,2,2,71.2,0,1,0,24,0,3,0,0,0,5,4,5,7,5,1,3,3,1,3,20,0,0,Tech & AI,Cloud Architect,7.21,1
